,body,class
286,"รศ.พญ. ศิริรัตน์ อนุตระกูลชัย ได้เผยแพร่ผลการศึกษาเรื่องผลกระทบของ PM2.5 ต่อสุขภาพ ว่าเมื่อความเข้มข้นของ PM2.5 เพิ่มขึ้นทุก 10 ไมโครกรัม/ลูกบาศก์เมตร อัตราการเสียชีวิตรวมจากทุกสาเหตุจะเพิ่มขึ้น 18% ซึ่งโรคที่อาจเกิดขึ้น ได้แก่ โรคหลอดเลือดหัวใจตีบ (โรคหัวใจขาดเลือด) โรคหลอดเลือดสมอง (อัมพาต) โรคหลอดลมอุดกั้นเรื้อรัง โรคมะเร็งปอด และโรคไตเรื้อรัง
โดยฝุ่นจะเข้าสู่ร่างกายได้มากที่สุดด้วยการหายใจ ฝุ่นที่มีขนาดเล็กกว่า 2.5 ไมครอนอย่าง PM2.5 จะเข้าถึงทางเดินหายใจส่วนล่าง และแพร่สู่กระแสเลือด ไปยังอวัยวะต่างๆ ส่งผลต่อการทำงานของอวัยวะ แม้ว่าร่างกายจะมีขนจมูก และเยื่อบุทางเดินหายใจในจมูกคอยช่วยจับฝุ่นที่เข้าทางการหายใจ และเม็ดเลือดขาวที่ช่วยกำจัดฝุ่น แต่หากการสูดอากาศที่มีฝุ่นมากกว่าหนึ่งเดือน ก็จะทำให้เกิดการสะสมจนเสี่ยงต่อโรค ทั้งนี้ขอแนะนำว่าไม่ควรตระหนกมากเกินไป แต่ก็ไม่ควรละเลย เวลาอยู่ที่กลางแจ้ง ยิ่งถ้าค่าอากาศเป็นสีเหลืองควรใส่หน้ากากอนามัย N95",1
287,"ส่วนหนึ่งของการแถลงข่าวต่อสถานการณ์โศกนาฏกรรมสังหารเจ้าหน้าที่ และประชาชนที่เกิดขึ้นใน จ.นครราชสีมา พล.อ.อภิรัชต์ คงสมพงษ์ ผู้บัญชาการทหารบก (ผบ.ทบ.)  ได้มีการกล่าวถึงการรับผิดชอบถึง ฝ่ายผู้ก่อเหตุและคู่กรณี ว่ากองทัพบกจะขอรับผิดชอบตามมาตรฐาน ส่วนของผู้เสียหาย โดยเฉพาะอย่างยิ่งเป็นทหารที่เสียชีวิตขณะปฏิบัติหน้าที่ ถึงแม้จะเป็นเพียงพลทหาร พระบาทสมเด็จพระเจ้าอยู่หัวก็จะส่งพระราชทานเพลิงศพให้ และทางกองทัพจะดูแลครอบครัวของทหารที่เสียชีวิตจากการปฏิบัติหน้าที่ให้ดี และสมเกียรติที่สุด
ทั้งนี้ในส่วนของประชาชนที่เสียชีวิต กองทัพบกยินดีที่จะรับทายาทของผู้เสียชีวิตเข้ารับราชการตามคุณวุฒิโดยไม่มีข้อแม้ หากทายาทยังเรียนหนังสือไม่จบ กองทัพก็จะรับผิดชอบดูแลด้านการศึกษา และการดูแลจากเหตุการณ์ครั้งนี้จะได้รับการดูแลอย่างต่อเนื่อง ส่วนผู้ได้รับบาดเจ็บซึ่งสูญเสียความสามารถในการประกอบอาชีพ หากประสงค์จะอยากเข้ารับราชการ กองทัพบกก็ยินดีรับโดยไม่มีข้อแม้ใดๆ ทั้งสิ้น",1
288,"โดยทาง ธ.ก.ส. ได้ให้ข้อมูลถึงเรื่องดังกล่าวว่า เมื่อวันที่ 21 ม.ค. 2563 คณะรัฐมนตรีได้ประชุม และมีมติขยายทุนเรือนหุ้นให้กับ ธ.ก.ส. จริง ตามความเห็นชอบของกระทรวงการคลัง สำนักงบประมาณ สำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ และธนาคารแห่งประเทศไทย

ซึ่งจากเดิม 60,000 ล้านบาท เป็น 80,000 ล้าน เพื่อใช้ขยายการดำเนินงานในการพัฒนาขับเคลื่อนเศรษฐกิจฐานรากในภาคการเกษตร ให้เกิดความเข้มแข็ง รองรับงานตามภารกิจ และการดำเนินงานตามนโยบายรัฐบาล ทั้งนี้การดำเนินการดังกล่าวอยู่ระหว่างการหารือกับกระทรวงการคลัง และเป็นไปตามขั้นตอน ข้อกำหนด ทุกประการ",1
289,"หลังจากที่ประธานชมรมช่วยเหลือเหยื่ออาชญากรรม ออกมาเปิดเผยข้อมูลเอกสารการกู้เงินของผู้ก่อเหตุกราดยิงที่ จ.นครราชสีมานั้น พล.ต.ราชิต อรุณรังษี เจ้ากรมสวัสดิการทหารบกได้ออกมาให้ข้อมูลว่าเป็นความเข้าใจผิดของนายอัจฉริยะ ซึ่งเป็นคนละเรื่องกัน เอกสารดังกล่าว เป็นหลักฐานการอนุมัติกู้เงินสร้างบ้านที่มีการทยอยจ่ายชำระไปแล้วถึง 5 งวด และเป็นเรื่องที่ตกลงกับผู้ประกอบการกับผู้ซื้อ ไม่ใช่การกู้เงินกรมสวัสดิการทหารบก และไม่ใช่เงินส่วนต่างหรือเงินทอนอะไร

การปล่อยเงินกู้ของกรมสวัสดิการทหารบกนั้น มีขั้นตอนการกู้เป็นไปตามที่ระเบียบกำหนด ที่จะต้องผ่านผู้บังคับบัญชาตามลำดับชั้นของหน่วย ซึ่งสามารถดำเนินการยื่นได้ที่หน่วยโดยตรง ไม่ต้องเดินทางมาที่กรมสวัสดิการทหารบก กทม.
ส่วนเรื่องการอนุมัติเงินกู้ในวงเงินที่สูงกว่าระดับเงินเดือนนั้น พล.ต.ราชิต บอกว่าการที่จะกู้ได้นั้นต้องผ่านการประเมินทรัพย์สิน จากคณะกรรมการ ที่หมุนเวียนผลัดเปลี่ยนกันเข้ามาทำหน้าที่ทุกๆ 3 เดือน ทุกอย่างจะดูที่เงินเดือนเป็นหลักว่าเหลือเท่าไหร่ เพื่อขออนุมัติการกู้ โดยมีการกำหนดไว้อยู่แล้ว เหมือนกับการกู้เงินกับธนาคาร แต่สินเชื่อเงินกู้กรมสวัสดิการทหารบกนั้นจะเข้าไปอยู่ในกิจการกออมทรัพย์กรมสวัสดิการทหารบก",1
290,"จากกรณีที่ผู้ก่อเหตุกราดยิง จ.นครราชสีมา ได้ชิงอาวุธปืน และกระสุน จากป้อมรักษาการณ์ภายในหน่วย เพื่อนำไปใช้ก่อเหตุร้าย ทำให้มีเจ้าหน้าที่ และประชาชนในพื้นที่ได้รับบาดเจ็บ และเสียชีวิตเป็นจำนวนมาก ทางด้าน พล.อ.อภิรัชต์ คงสมพงษ์ ผู้บัญชาการทหารบก (ผบ.ทบ.)  จึงได้มีคำสั่งด่วนไปยังทุกหน่วยทหารที่ขึ้นตรงกับกองทัพบก เพื่อให้เป็นมาตรการป้องกันที่อาจจะเกิดขึ้นในอนาคต โดยให้ดำเนินการดังนี้

กองรักษาการณ์ของหน่วย ต้องไม่มีกระสุน ไม่มีปืนกล
การปฏิบัติ ให้ถอดลูกเลื่อนออกโดยให้ ผบ.กองรักษาการณ์ เป็นผู้เก็บรักษา
หน่วยที่เป็นกำลังป้องกันชายแดนไม่ต้องปฏิบัติตามข้อ 1-2 โดยให้ปฏิบัติตาม รปจ. ของหน่วย
ผบ.หน่วยทุกระดับ ต้องกำกับดูแลการปฏิบัติอย่างใกล้ชิด",1
291,ตามที่รัฐบาลได้ประกาศนโยบายเรื่องการแก้ไขปัญหาการดำรงชีวิตของประชาชน โดยให้ทบทวนรูปแบบ และมาตรฐานหาบเร่ แผงลอย ในเขตกรุงเทพมหานคร และปริมณฑล เพื่อยังคงเอกลักษณ์ของเมืองหลวงแห่งร้านอาหารริมถนน ทั้งนี้สำนักเทศกิจ และคณะกรรมการรักษาความเป็นระเบียบเรียบร้อยของกรุงเทพมหานคร ได้ดำเนินการจัดทำร่างประกาศกรุงเทพมหานคร เรื่อง หลักเกณฑ์ วิธีการ เงื่อนไขการกำหนดพื้นที่ทำการค้า และการขายหรือจำหน่ายสินค้าในที่สาธารณะ เพื่อเป็นหลักเกณฑ์ให้เขตควบคุมจัดระเบียบผู้ค้าให้อยู่ในความเป็นระเบียบเรียบร้อย เบื้อต้นได้กำหนดพื้นที่ ที่จะเปิดให้ประชาชนผู้มีรายได้น้อยทำการค้าขายบนทางเท้าในพื้นที่ 4 เขต รวมจำนวน 5 จุด และจะมีการตรวจสอบคุณสมบัติผู้ค้า จะต้องเป็นผู้มีสัญชาติไทย มีรายได้น้อย หรือมีคุณสมบัติตามหลักเกณฑ์บัตรสวัสดิการแห่งรัฐ ซึ่งได้กำหนดให้เริ่มทำการค้าขายได้ในวันที่ 5 มีนาคม 2563 สำนักเทศกิจ โดยขณะนี้สำนักเทศกิจ กทม. อยู่ระหว่างเสนอประกาศกรุงเทพมหานคร ให้ผู้ว่าราชการกรุงเทพมหานครลงนาม,1
292,"จากนโยบายกระทรวงสาธารณสุข ที่ต้องการให้เกิดผลต่อประชาชนทุกคนในประเทศไทย คือ“ลดรายจ่าย เพิ่มรายได้ ร่างกายแข็งแรง ทําให้เศรษฐกิจของประเทศแข็งแรง” โดยการดำเนินนโยบายหลักประกันสุขภาพถ้วนหน้าให้มีความครอบคลุมโรคต่างๆ อย่างทั่วถึง โดยเฉพาะกลุ่มผู้ป่วยโรคหายาก แม้จะเป็นโรคที่พบได้น้อยมาก แต่เป็นโรคที่มีภาวะรุนแรงทำให้พิการ และเสียชีวิตก่อนวัยอันควร จึงได้มีนโยบายให้มีการจัดระบบการดูแลให้ครอบคลุม และเท่าเทียม โดยให้มีการตรวจคัดกรองเพื่อการวินิจฉัย และการเข้าถึงเทคโนโลยีการรักษาขั้นสูงโดยจัดงบประมาณเพื่อดูแลผู้ป่วยโรคหายากให้เฉพาะ เพื่อไม่ให้กระทบกับการจัดบริการอื่นๆ
เมื่อวันเด็กแห่งชาติที่ผ่านมา (11 ม.ค. 2563) สถาบันสุขภาพเด็กแห่งชาติมหาราชินีได้มอบของขวัญวันเด็กในปี 2563 ด้วยการคัดกรอง และบริบาลผู้ป่วยโรคหายากแบบครบวงจร เช่น โรคทางพันธุกรรมและโรคเมตาบอลิก ในทารกแรกเกิด จำนวน 30,000 ราย เพื่อช่วยให้วินิจฉัยโรคหายากได้เร็ว ผลการรักษาจะได้ผลดี พ่อแม่ก็จะได้ลูกน้อยที่สมบูรณ์แข็งแรง มีพัฒนาการปกติ โดยจะเริ่มดำเนินการตั้งแต่เดือนกุมภาพันธ์ เป็นระยะแรกเริ่มดำเนินการใน 6 โรงพยาบาล ได้แก่ โรงพยาบาลราชวิถี โรงพยาบาลเลิดสิน โรงพยาบาลนพรัตน์ราชธานี กรุงเทพมหานคร โรงพยาบาลพุทธชินราช จังหวัดพิษณุโลก โรงพยาบาลอุตรดิตถ์ จังหวัดอุตรดิตถ์ และโรงพยาบาลสรรพสิทธิประสงค์ จังหวัดอุบลราชธานี",1
293,"ยาแอสไพริน (Aspirin) คือสารสังเคราะห์ที่ชื่อว่า อะซีติลซาลิไซลิค (Acetylsalicylic acid) เป็นยาที่มีหลายขนาด ซึ่งยาแอสไพรินในขนาด 300 มิลลิกรัมขึ้นไป มีข้อบ่งใช้ บรรเทาปวด บวม เช่น ลดไข้ และจัดเป็นยาอันตราย
ส่วนยาแอสไพรินขนาด 75 – 325 มิลลิกรัม มีข้อบ่งใช้ป้องกันการเกิดลิ่มเลือด ทำให้ยานี้ถูกใช้ในการป้องกันภาวะแทรกซ้อนที่เกิดจากการอุดตันของหลอดเลือด ป้องกันโรคหลอดเลือดอุดตัน และรักษาโรคกล้ามเนื้อหัวใจขาดเลือดเฉียบพลันได้ ซึ่งขนาดยาที่ใช้จะไม่เท่ากับขนาดที่ใช้ในการบรรเทาอาการปวด ลดบวม ควรปรึกษาแพทย์ก่อนเริ่มใช้ยานี้ และเมื่อต้องการซื้อยาชนิดนี้ในร้านยา จะต้องมีใบสั่งแพทย์ในการซื้อยาทุกครั้ง เนื่องจากจัดเป็นยาควบคุมพิเศษ
สำหรับอาการข้างเคียงของยาแอสไพริน คือ คลื่นไส้ อาเจียน ปวดมวนท้อง ระคายเคืองกระเพาะอาหาร หลอดลมตีบ โรคหืดกำเริบ ดังนั้นควรกินยานี้พร้อมอาหาร หรือหลังอาหารทันที และดื่มน้ำตามอย่างน้อย 1 แก้ว เพื่อลดการระคายเคืองกระเพาะอาหาร
และในผู้ที่แพ้ยาแอสไพริน อาจมีอาการหายใจลำบาก ใบหน้า ริมฝีปาก ลิ้น หรือลำคอบวม มีผื่น หรือลมพิษขึ้นบริเวณลำตัวแขนขา มีอาการเจ็บเคืองตา ตาแดง ทั้งนี้หากรับประทานยาแอสไพรินแล้ว มีอาการดังกล่าว ให้รีบมาพบแพทย์หรือเภสัชกรทันที",1
294,"รองโฆษกประจำสำนักนายกรัฐมนตรี ได้ออกมาให้ข้อมูลถึง ผลการประชุมว่า ครม.ได้เห็นชอบร่างกฎกระทรวงการจัดสวัสดิการสังคมที่เกี่ยวกับการป้องกัน และแก้ไขปัญหาการตั้งครรภ์ในวัยรุ่น ที่กำหนดให้รัฐต้องจัดสวัสดิการสังคมที่เกี่ยวกับการป้องกัน และการแก้ปัญหาการตั้งครรภ์ในวัยรุ่น
สำหรับสวัสดิการที่จะช่วยเหลือคุณแม่วัยใสนั้น มี 3 เรื่อง ได้แก่
กำหนดให้กรมกิจการสตรี และสถาบันครอบครัวมี การฝึกอาชีพหรือจัดหาที่ฝึกอาชีพให้แก่แม่วัยรุ่นที่ประสงค์จะเข้ารับการฝึกอาชีพตามความสนใจ และความถนัด
กำหนดให้กรมกิจการเด็ก และเยาวชน จัดหาผู้ประสงค์ที่จะรับเลี้ยงดูบุตรของแม่วัยรุ่นเป็นการชั่วคราวเพื่อทำหน้าที่ครอบครัวทดแทนในกรณีที่แม่วัยรุ่นไม่สามารถเลี้ยงดูบุตรได้ โดยต้องคำนึงถึงประโยชน์ของเด็ก และได้รับความยินยอมจากแม่วัยรุ่น
กำหนดให้กระทรวงพัฒนาสังคม และความมั่นคงของมนุษย์จัดให้มีบริการให้คำปรึกษาหรือคำแนะนำแก่วัยรุ่น และครอบครัว และให้จัดหาที่พักที่เหมาะสม ปลอดภัย รวมถึงประสานหน่วยงานที่เกี่ยวข้องให้แม่วัยรุ่นได้รับการศึกษาอย่างเหมาะสม",1
295,"ด้วยคณะกรรมการกำกับกิจการพลังงาน มีมติให้ การไฟฟ้าส่วนภูมิภาค จ่ายคืนเงินผลประโยชน์จากเงินประกันการใช้ไฟฟ้า ที่ผู้ใช้ไฟฟ้าวางเป็นเงินสดไว้กับการไฟฟ้าส่วนภูมิภาค ให้ผู้ใช้ไฟฟ้า ประเภทที่ 1 และ ประเภท 2 ซึ่งเป็นบ้านอยู่อาศัย ทุกๆ 5 ปี เริ่มตั้งแต่ปี 2558 โดยได้กำหนดวิธีการจ่ายคืนเงินผลประโยชน์ฯ ตั้งแต่ปี 2558-2562 ในรูปแบบการหักลดค่าไฟฟ้า
การจ่ายคืนเงินผลประโยชน์ฯในครั้งแรก ด้วยวิธีหักลดจากค่าไฟฟ้าประจำเดือน ก.พ. 2563 ทำให้ในเดือน ก.พ. 2563 ผู้ใช้ไฟฟ้าจะได้รับเอกสาร ดังนี้

1. ใบแจ้งค่าไฟฟ้า ประจำเดือน ก.พ. 2563 ที่แสดงรายละเอียดการเรียกเก็บเงินค่าไฟฟ้า ภายหลังจากนำเงินผลประโยชน์ฯ ไปหักลดจากค่าไฟฟ้าแล้ว ผู้ใช้ไฟฟ้า สามารถนำ ใบแจ้งค่าไฟฟ้าตามที่แจ้งเรียกเก็บ ไปชำระเงินค่าไฟฟ้า ได้ตามช่องทางการรับชำระเงินปกติ
2. ใบเสร็จรับเงินค่าไฟฟ้า/ใบกำกับภาษี ของค่าไฟฟ้าประจำเดือน ก.พ. 2563 (บางส่วน) เพื่อเป็นหลักฐานว่า การไฟฟ้าส่วนภูมิภาค ได้รับชำระเงินค่าไฟฟ้า จากการนำเงินผลประโยชน์เงินประกันการใช้ไฟฟ้า ไปชำระค่าไฟฟ้าประจำเดือน ก.พ. 2563 บางส่วนแล้ว
3. หากผู้ใช้ไฟฟ้าที่ชำระค่าไฟฟ้าของเดือนก่อนค่าไฟฟ้าประจำเดือน ก.พ. 2563 ผ่าน Application หักบัญชีธนาคาร หักบัญชีบัตรเครดิต ผู้ใช้ไฟฟ้า จะได้รับใบเสร็จรับเงินค่าไฟฟ้า/ใบกำกับภาษีของค่าไฟฟ้าเดือนที่ชำระก่อนหน้าเพิ่มอีก 1 ฉบับ",1
296,จากข่าวที่บอกว่าจะมีการเรียกเก็บภาษีการใช้น้ำใน 10 เส้นทางนั้น กรมชลประทานขอให้ข้อมูลเพิ่มเติมว่า เรื่องดังกล่าวเป็นการเสนอร่างกฎกระทรวง กำหนดให้ทางน้ำชลประทาน เป็นทางน้ำที่จะเรียกเก็บค่าชลประทาน ซึ่งเป็นการดำเนินการตามขั้นตอนที่กำหนดไว้ในพระราชบัญญัติการชลประทานหลวง พุทธศักราช 2485 มาตรา 8 โดยการออกฎกระทรวงเพื่อให้มีอำนาจในการจัดเก็บค่าชลประทานจากภาคอุตสาหกรรม และการประปา ตามอัตราที่กำหนดไว้ในกฎกระทรวงฉบับที่ 42 (พ.ศ. 2540) คือลูกบาศก์เมตรละ 50 สตางค์ ส่วนภาคเกษตรกรรมไม่มีการออกกฎกระทรวงมาเพื่อจัดเก็บแต่อย่างใด,1
297,"องค์กรวิจัยมะเร็งนานาชาติ หรือ International Agency for Research on Cancer (IARC) ซึ่งเป็นหน่วยงานภายใต้องค์การอนามัยโลก (WHO) จัดให้เนื้อสัตว์แปรรูปเป็นสารก่อมะเร็งกลุ่ม 1 คือ สามารถก่อมะเร็งในมนุษย์ ส่วนเนื้อแดง เป็นกลุ่ม 2A คือ อาจจะก่อมะเร็งในมนุษย์ การบริโภคเนื้อแปรรูปที่มากขึ้นและเป็นประจำจะเพิ่มความเสี่ยงการเป็นมะเร็งลำไส้และไส้ตรง เนื้อแดง  เช่น เนื้อวัว หมู แกะ หมูป่า ม้า และแพะ เป็นต้น IARC รายงานว่าการกินเนื้อแดงมีความสัมพันธ์กับการเพิ่มความเสี่ยงการเป็นมะเร็งลำไส้และไส้ตรง
แม้ว่าเนื้อสัตว์แปรรูปจะถูกจัดอยู่ในกลุ่มสารก่อมะเร็งเดียวกันกับบุหรี่ แอลกอฮอล์ แร่ใยหิน สารหนู เป็นต้น แต่ไม่ได้มีอันตรายเท่ากับสารเหล่านี้ ดังนั้นสามารถรับประทานเนื้อสัตว์แปรรูปได้ แต่ให้จำกัดปริมาณการรับประทาน สำหรับเนื้อแดงมีคุณค่าทางโภชนาการ เช่น โปรตีน สังกะสี เหล็ก วิตามินบี 12 ดังนั้นจึงไม่ควรงดรับประทานเนื้อแดง แต่ควรรับประทานในปริมาณที่เหมาะสม โดยกองทุนวิจัยมะเร็งโลกแนะนำว่าควรรับประทานเนื้อแดงไม่เกิน 500 กรัมต่อสัปดาห์ และรับประทานโปรตีนจากแหล่งอื่นเพิ่มเติม เช่น ไข่ เต้าหู้ และถั่ว รวมทั้งการบริโภคอาหารให้มีความหลากหลายมากขึ้น",1
298,"เมื่อวันที่ 17 ธันวาคม 2562 นายสุชาติ พรชัยวิเศษกุล อธิบดีกรมการจัดหางาน เปิดเผยว่า หม่อมราชวงศ์จัตุมงคล โสณกุล รัฐมนตรีว่าการกระทรวงแรงงาน ให้ความสำคัญกับการบังคับใช้กฎหมายในการตรวจสอบการทำงานของคนต่างด้าวและสถานประกอบการอย่างเคร่งครัด โดยเฉพาะแรงงานต่างด้าวที่แย่งอาชีพคนไทย โดยไม่นิ่งนอนใจ พร้อมสั่งการให้กรมการจัดหางาน บูรณาการร่วมกับสำนักงานตำรวจแห่งชาติ สำนักงานตรวจคนเข้าเมืองและกรมการปกครอง ลงพื้นที่ตรวจสอบทั่วประเทศ โดยเฉพาะในเขตพื้นที่ที่มีแรงงานต่างด้าวอยู่เป็นจำนวนมาก เช่น กรุงเทพมหานคร ปทุมธานี นนทบุรี เป็นต้น 

“ ล่าสุดได้จับกุมดำเนินคดีแรงงานต่างด้าวแย่งอาชีพ ไปแล้ว 1,763  คน  พบลักลอบทำงานขายของหน้าร้านมากที่สุด จำนวน 1,170คน  รองลงมาเป็นงานเร่ขายสินค้า 321 คน และงานอื่นๆ จำนวน 272 คน ได้แก่ งานจำหน่ายอาหาร (คนต่างด้าวเป็นเจ้าของเอง) นวดแผนไทย งานบริการ (คาราโอเกะ) งานเสริมสวย ขับขี่ยานพาหนะ (วินมอเตอร์ไซค์) งานก่ออิฐช่างไม้หรืองานก่อสร้างอื่น พนักงานรักษาความปลอดภัย งานทำรองเท้า งานประดิษฐ์เครื่องแต่งกาย ส่วนใหญ่เป็นสัญชาติเมียนมามากที่สุด จำนวน 1,000 คน รองลงมาเป็นเวียดนาม 171 คน ลาว 162 คน กัมพูชา 151 คน อินเดีย 37 คน จีน 5 คน และอื่นๆ 13 คน และได้เปรียบเทียบปรับแรงงานต่างด้าว คิดเป็นเงินค่าปรับ 7,695,000 บาท ผลักดันส่งกลับประเทศต้นทางไปแล้ว จำนวน 1,539 คน

ในกรุงเทพมหานคร ได้ตรวจสอบแรงงานต่างด้าวไปแล้ว 2,718 คน ดำเนินคดีไปแล้ว 295 คน โดยถูกดำเนินคดีคนต่างด้าวที่ทำงานโดยไม่มีใบอนุญาตทำงาน จะมีโทษปรับตั้งแต่ 5,000 – 50,000 บาท และถูกผลักดันส่งกลับ ส่วนนายจ้างที่จ้างคนต่างด้าวโดยไม่มีใบอนุญาตทำงาน มีโทษปรับ 10,000-100,000 บาทต่อคนต่างด้าวที่จ้างหนึ่งคน หากกระทำผิดซ้ำต้องมีโทษจำคุกไม่เกิน 1 ปี หรือปรับตั้งแต่ 50,000 – 200,000 บาท หรือทั้งจำทั้งปรับ และห้ามจ้างคนต่างด้าวทำงานเป็นเวลา 3 ปี” นายสุชาติ ฯ กล่าว

ทั้งนี้ ผู้ที่พบคนต่างด้าวทำงานผิดกฎหมายหรือพบการกระทำความผิดเกี่ยวกับการทำงานของคนต่างด้าว สามารถแจ้งเบาะแสหรือร้องเรียนได้ที่ กองทะเบียนจัดหางานกลางและคุ้มครองคนหางาน กรมการจัดหางาน โทร. 0 2354 1729 หรือสำนักงานจัดหางานกรุงเทพมหานครพื้นที่ 1-10 หรือที่สำนักงานจัดหางานจังหวัดทุกจังหวัด หรือโทร.สายด่วนกระทรวงแรงงาน 1506 กด 2 กรมการจัดหางาน เพื่อให้เจ้าหน้าที่เข้าตรวจสอบ",1
299,"จากที่มีข่าวในสื่อสังคมออนไลน์ได้ให้ความสนใจเกี่ยวกับประเด็นเรื่องของโครงการบ้านคนไทยประชารัฐ ทางกรมธนารักษ์ ได้เปิดเผยถึงเรื่องดังกล่าวว่า คณะรัฐมนตรีได้มีมติเห็นชอบให้ดำเนินโครงการ “บ้านคนไทยประชารัฐ” บนที่ดินราชพัสดุ โดยมีวัตถุประสงค์เพื่อให้ประชาชนทั่วไปได้มีที่อยู่อาศัยเป็นของตนเอง ซึ่งกำหนดให้สร้างที่อยู่อาศัยเป็น บ้านแฝด บ้านแถว อาคารชุดพักอาศัย มีพื้นที่ใช้สอยไม่น้อยกว่า 28 ตารางเมตร พื้นที่ส่วนกลางไม่เกินร้อยละ 30 ของพื้นที่โครงการฯ เพื่อรองรับกิจกรรม แล้วขายให้ประชาชนในระดับราคา 350,000 – 700,000 บาท ส่วนคุณสมบัติของผู้มีสิทธิ์เข้าร่วมโครงการ ประกอบด้วย 1. ประชาชนผู้ได้รับสิทธิ์ในบัตรสวัสดิการแห่งรัฐ 2. ประชาชนที่มีรายได้ไม่เกิน 35,000 บาท/คน/เดือน และ 3. ประชาชนทั่วไป โดยพิจารณาให้สิทธิ์กับผู้ได้รับสิทธิ์ในบัตรสวัสดิการแห่งรัฐก่อนเป็นลำดับแรก

เรื่องของมาตรการสินเชื่อทางกรมธนารักษ์ได้ร่วมกับธนาคารอาคารสงเคราะห์ และธนาคารออมสินในการสนับสนุนวงเงินสินเชื่อการดำเนินโครงการดังกล่าว จำนวน 4,000 ล้านบาท โดยการกำหนดสินเชื่อเพื่อขอที่อยู่อาศัย ระยะเวลาการกู้ไม่เกิน 30 ปี กำหนดอัตราดอกเบี้ยผ่อนปรนในช่วง 1-4 ปีแรก ร้อยละ 2.75 ต่อปี หลักจากนั้น กรณีรายย่อย MRR ร้อยละ 0.75 ต่อปี หรือกรณีสวัสดิการหักเงินเดือน MRR ร้อยละ 1.00 ต่อปี

เมื่อนำวงเงินกู้และอัตราดอกเบี้ยมาประมาณการเงินงวด ถ้าวงเงินกู้ 350,000 บาท 1-4 ปีแรก จะต้องจ่าย 1,700 บาท/เดือน ปีที่ 5-30 รายย่อยจ่าย 2,300 บาท/เดือน และสวัสดิการหักเงินเดือนจ่าย 3,300 บาท/เดือน ถ้าวงเงินกู้ 700,000 บาท 1-4 ปีแรก จะต้องจ่าย 3,300 บาท/เดือน ปีที่ 5-30 รายย่อยจ่าย 4,500 บาท/เดือน และสวัสดิการหักเงินเดือนจ่าย 4,400 บาท/เดือน

ปัจจุบันได้ดำเนินการใน 5 พื้นที่ ได้แก่ ขอนแก่น ชลบุรี เชียงใหม่ เชียงราย และประจวบคีรีขันธ์ สำหรับผู้ที่สนใจ สามารถสอบถามได้ที่ธนาคารอาคารสงเคราะห์ หรือธนาคารออมสิน ทุกสาขา ทั้งนี้เพื่อให้ประชาชนได้รับข้อมูลข่าวสารจากกรมธนารักษ์ ได้อย่างถูกต้อง สามารถติอต่อสอบถามเพิ่มเติมที่เว็บไซต์ www.treasury.go.th หรือโทร. 022785641 ตามวันและเวลาราชการ",1
300,"26 ม.ค.64 - นายอนุชา บูรพชัยศรี โฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า คณะรัฐมนตรี (ครม.) เห็นชอบการปรับลดอัตราเงินสมทบกองทุนประกันสังคม เป็นระยะเวลา 2 เดือน ตั้งแต่เดือนกุมภาพันธ์- มีนาคม พ.ศ.2564 โดยลดอัตราเงินสมทบฝ่ายผู้ประกันตนมาตรา 33 เหลือร้อยละ 0.5 ของค่าจ้างผู้ประกันตน หรือ ส่งเงินสมทบสูงสุด 75 บาท เป็นระยะเวลา 2 เดือน (กุมภาพันธ์-มีนาคม) จากเดิมร้อยละ 3 ของค่าจ้างผู้ประกันตน สำหรับฝ่ายนายจ้างให้คงอัตราเดิมโดยส่งเงินสมทบร้อยละ 3 ของค่าจ้างผู้ประกันตน รัฐบาลส่งเงินสมทบอัตราเดิมร้อยละ 2.75 ของค่าจ้างผู้ประกันตน สำหรับผู้ประกันตนตามมาตรา 39 จากเดิมอัตรา 278 บาทต่อเดือนให้เหลืออัตรา 38 บาทต่อเดือน ซึ่งจะทำให้นายจ้าง 486,192 ราย ผู้ประกันตนมาตรา 33 จำนวน 11,164,387 คน และผู้ประกันตนมาตรา 39 จำนวน 1,832,500 คน ช่วยแบ่งเบาภาระค่าใช้จ่าย โดยนำเงินสมทบที่ลดลงไปใช้จ่ายเสริมสภาพคล่อง เกิดการหมุนเวียนในระบบเศรษฐกิจตั้งแต่เดือนมกราคม ถึง มีนาคม 2564 จำนวน 23,119 ล้านบาท ลดปัญหาทางการเงินของนายจ้างและผู้ประกันตน ส่งผลให้คุณภาพชีวิตผู้ประกันตนดีขึ้น

ทั้งนี้ การลดอัตราเงินสมทบของผู้ประกันตนในครั้งนี้ ส่งผลให้กองทุนประกันสังคมจัดเก็บเงินสมทบได้ลดลงจำนวน 7,166 ล้านบาท และหากรวมกับการลดอัตราเงินสมทบครั้งที่หนึ่งตั้งแต่เดือนมีนาคมถึงพฤษภาคม 2563 ครั้งที่สองตั้งแต่เดือนกันยายนถึงพฤศจิกายน 2563 และการลดอัตราเงินสมทบปัจจุบันตั้งแต่เดือนมกราคมถึงมีนาคม 2564 เงินสมทบทั้งหมดรวมกัน 9 เดือนจะลดลงประมาณ 68,669 ล้านบาท
",1
